Type de panne;Durée arrêt (h);Résumé intervention;Date intervention;Désignation;Date demande;Cause;Coût matériel;Organe;[Pièce].Désignation;[Pièce].Référence;[Pièce].Quantité;[Pièce].Prix total
Mécanique;0,66667;Retour origine du magasin et preneur / lancement programme changement d'outils ;19/09/2024;machine3;19/09/2024 06:55;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electrique;0,66667;Verification des contacteurs / redemarrage de la machine ;19/09/2024;machine3;19/09/2024;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Electronique;0,75;Verification du servo drive de tous les axes / redemarrage de la machine ;19/09/2024;machine1;19/09/2024 03:00;PROBLEME ELECTRONIQUE;0;032-Variateurs;;;;
Mécanique;0,33333;Redemarrage de la machine / retour a l'etat initiale ;18/09/2024;machine4;18/09/2024 05:35;PROBLEME PROGRAMME;0;01-Broche;;;;
Electrique;4,75;Modification deltat(T) sur vigi;18/09/2024;machine4;18/09/2024 11:00;CHUTE DE TENSION;0;03-Armoire électrique;;;;
Mécanique;0,58333;Reparer le capteur d'outil serré / verification de serrage et desserrage outil ;18/09/2024;machine1;18/09/2024 15:25;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Arrosage;0,61667;Nettoyage filtre de retour d'arrosage / elimination fuite d'arrosage ;18/09/2024;machine2;18/09/2024 12:28;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;1;Retour du preneur a l'etat origine  / verification du serrage et desserrage d'outil;18/09/2024;machine3;18/09/2024 16:50;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Electrique;2;Verification de la tension d'entrer / verification d'emperage / verification vitesse et freinage broche / verification du resistance bobine broche ;18/09/2024;machine4;18/09/2024 11:30;PANNE ELECTRIQUE;0;03-Armoire électrique;;;;
Mécanique;1,5;Verification couplage entre moteur et vis a billes / desserrage et serrage des vis de couplage ;18/09/2024;machine1;18/09/2024 18:00;BRUIT;0;02-Axes;;;;
Hydraulique;0,41667;Remplissage du reservoir de groupe de refroidissement ;18/09/2024;machine1;18/09/2024 22:45;PROBLEME DE REFROIDISSEMENT;0;09-Groupe frigorifique;;;;
Mécanique;2;Sous bras ATC vertical en retour a l'etat initiale / retour godet a l'etat initiale ;17/09/2024;machine4;17/09/2024 10:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electrique;7,5;Verification courant d'entrer / modification delta(T)ms sur vigi;17/09/2024;machine4;17/09/2024 01:30;PANNE ELECTRIQUE;0;03-Armoire électrique;;;;
Arrosage;3,41667;Nettoyage pompe d'arrosage et flexible de pompe / nettoyage des buses et des filtres du convoyeurs ;17/09/2024;machine6;17/09/2024 09:40;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,91667;Verification des conditions de changement palette / retour CPA a l'etat initial / verification du fonctionnement de changement palette ;17/09/2024;machine1;17/09/2024 18:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;4;Montage du shunk /  tester le serrage et desserrage l'outillage / reglage d'alignement et circularite de shunk ;17/09/2024;machine2;17/09/2024 16:40;INSTALLATION & MISE EN SERVICE;0;02-Axes ;;;;
Mécanique;0,58333;Regler la position de volee d'axe Y / retour de la position initial des axes ;17/09/2024;machine1;17/09/2024 20:25;BLOCAGE AXES PRINCIPAUX;0;02-Axes;;;;
Pneumatique;0,91667;Montage de souflette d'air ;16/09/2024;machine6;16/09/2024 22:00;FUITE D'AIR;0;10-Système pneumatique;;;;
Mécanique;5;Verification frein et pressostat de l'axe B ;16/09/2024;machine2;16/09/2024 19:00;BLOCAGE AXES PRINCIPAUX;0;0241-Axe B;;;;
Mécanique;9,16667;Debridage d'outillage ;16/09/2024;machine2;16/09/2024;DECALAGE POSITION AXE;0;02-Axes ;;;;
Mécanique;35;Alimentation pompe hydraulique pour verifier le bon fonctionnement / verification des deux capteurs clampage-declampage axe B / bascule module I-O;16/09/2024;machine1;16/09/2024 08:00;TEMPERATURE HORS TOLERANCE;0;0241-Axe B;;;;
Mécanique;0,41667;Nettoyage porte de changement de palette / retour CPA l'etat initiale;14/09/2024;machine1;14/09/2024 09:50;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,33333;Nettoyage flexible d'arrosage normal situe entre la pompe et le filtre / verification du fonctionement d'arrosage normal;14/09/2024;machine2;14/09/2024 05:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;2,91667;Reglage circularite schunk / reglage origine d'axe C 0.035mm / prendre alignement d'axe C et schunk ;13/09/2024;machine2;13/09/2024 12:15;AMELIORATION MACHINE // VERIFICATION MACHINE;0;02-Axes ;;;;
Arrosage;1,08333;Nettoyage filtre arrosage normal / nettoyage du cicuit d'arrosage normal ;13/09/2024;machine2;13/09/2024 14:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,41667;Retour COA a l'etat initiale / verification bras de changement d'outil;13/09/2024;machine2;13/09/2024 03:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,5;Parallelisme : plan XZ (0  -0.01mm) plan YZ  (0   -0.03mm) /  faux rond : (-0.006mm    -0.01mm);13/09/2024;machine3;13/09/2024 08:00;QUALITE: GEOMETRIE;0;01-Broche ;;;;
Mécanique;0,66667;Reglage position de capteur de serrage outil / retour preneur a l'etat initiale ;13/09/2024;machine3;13/09/2024 03:25;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;3;Nettoyage de la pompe d'arrosage et des filtres du convoyeurs ;13/09/2024;machine6;13/09/2024 18:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Fixation porte de changement d'outils ;12/09/2024;machine3;12/09/2024 13:20;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,25;Retour etat initiale de changement de palette / lancement programme M60;12/09/2024;machine1;12/09/2024 17:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;1,5;Alignement du palpeur outils en X et Y / lancement du programme calibration ;12/09/2024;machine2;12/09/2024 11:00;DECALAGE PALPEUR;0;063-Systeme de mesure d'outil;;;;
Mécanique;0,5;Nettoyage de la partie CPA / retour CPA position d'origine ;12/09/2024;machine1;12/09/2024 16:20;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;1,5;Nettoyage chemin port changement d'outi + changement raclette;12/09/2024;machine1;12/09/2024 15:30;BLOCAGE CHANGEMENT D'OUTIL;181,19;06-Changement d'outils;BROSSE X52216A05 NMV 5000;M-M0134;1.0;181,19
Electronique;1,08333;Nettoyage ventilateur du servo drive d'axe X / redemarrage de la machine ;12/09/2024;machine1;12/09/2024 21:30;PROBLEME ELECTRONIQUE;0;032-Variateurs;;;;
Mécanique;1,58333;Reparation et changement pompe de retour d'arrosage centre ;12/09/2024;machine1;12/09/2024 14:35;VIBRATIONS;0;04-Groupe d'arrosage;;;;
Pneumatique;1,83333;Changement raccord de la pompe / changement tuyaux ;11/09/2024;machine2;11/09/2024 14:50;FUITE D'AIR;0;08-Système pneumatique;;;;
Mécanique;0,91667;Nettoyage porte de changement d'outils / verification de l'etat de la porte ;11/09/2024;machine1;11/09/2024 07:15;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,25;Retour COA a l'etat initiale / verification de la tirette d'outils / verification du fonctionnement de changement d'outils ;11/09/2024;machine2;11/09/2024 02:55;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;3,08333;Changement du connecteur du preneur / fixation porte de changement ;11/09/2024;machine3;11/09/2024 15:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,66667;Retour du preneur a l'etat initiale /  verification de la postion du changement d'outils ;11/09/2024;machine3;11/09/2024 23:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,75;Retour a l'etat initial de la COA;11/09/2024;machine4;11/09/2024 18:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Hydraulique;0,5;Remplissage du reservoir du groupe hydraulique ;11/09/2024;machine1;11/09/2024 02:25;PROBLEME DE LUBRIFICATION;0;051-Groupe hydraulique;;;;
Mécanique;1,58333;Retour a l'etat initiale de CPA;11/09/2024;machine1;11/09/2024 16:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,5;Nettoyage de la pompe d'arrosage / nettoyage des filtres du convoyeurs ;11/09/2024;machine6;11/09/2024 20:30;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,75;Nettoyage du filtre de l'unite du tambour sur convoyeur ;11/09/2024;machine1;11/09/2024 01:00;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Electrique;2,41667;Verification disjoncteur moteur de la pompe d'arrosage au centre / verification plaque a borne du moteur de la pompe d'arrosage au centre ;10/09/2024;machine3;10/09/2024 22:40;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Mécanique;2,5;Instalation du stylet palpeur outils / alignement du stylet / calibration du palpeur outils / reglage de la hauteur du capteur de Z / faire le test brise outils : ok ;10/09/2024;machine1;10/09/2024 08:00;AMELIORATION MACHINE // VERIFICATION MACHINE;0;062-Système de mesure d'outil;;;;
Arrosage;7,41667;Vidange du reservoir d'arrosage / remplissage du reservoir d'arrosage ;10/09/2024;machine3;10/09/2024 14:05;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,66667;Nettoyage filtre d'arrosage au centre / verification du fonctionnement d'arrosage au centre ;10/09/2024;machine4;10/09/2024 23:35;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Nettoyage de la pompe d'arrosage normale / nettoyage pompe de convoyeur ;10/09/2024;machine6;10/09/2024 15:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,96667;Redemarrage machine / liberation des axes avec le code M31 / deplacement d'axe Z et verification du faux rond et parallelisme : faux rond (  0.007   -0.021) parallelisme X/Z ( 0   0.018mm)  Y/Z ( 0   0.02mm) /retirer l'outil palpeur casse/reset alarm;10/09/2024;machine6;10/09/2024 11:02;STYLET PALPEUR CASSE;0;062-Système de mesure d'outil;;;;
Mécanique;0,33333;Retour du preneur a l'etat intial / demander a l'operateur de changer le pot d'outil 20(foret);10/09/2024;machine3;10/09/2024 03:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,5;Verification de la pompe d'arrosage au centre / demander a l'operateur de changer l'outils (foret 2.5) / attendre le refroidissement de la pompe ;10/09/2024;machine3;10/09/2024;PROBLEME D'ARROSAGE;0;031-CN;;;;
Mécanique;14,16667;Verification des ressorts / nettoyage des ressorts et pins ;09/09/2024;machine1;08/09/2024 16:10;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1,5;Probleme de concentration d'arrosage. maintenance niveau 1 non effectue ;09/09/2024;machine2;09/09/2024 06:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,83333;Verification circuit d'arrosage normal / reglage position des buses d'arrosage de la chambre d'usinage ;09/09/2024;machine2;09/09/2024 06:00;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Hydraulique;0,5;Verification groupe hydraulique / remplissage reservoir d'huile du groupe hydraulique ;09/09/2024;machine7;09/09/2024 22:45;FUITE D'HUILE;0;05-Groupe de lubrification;;;;
Mécanique;0,75;Fixation porte de changement d'outil ;09/09/2024;machine3;09/09/2024 20:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Hydraulique;10,16667;Changement de la pompe de graissage des axes ;09/09/2024;machine3;09/09/2024 06:30;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Mécanique;0,63333;Nettoyage de la porte de changement d'outils / verification du bras de changement d'outils ;09/09/2024;machine1;09/09/2024 07:20;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1,75;Verification du cable de puissance du moteur d'arrosage au centre / nettoyage des filtres d'arrosage au centre ;08/09/2024;machine3;08/09/2024 12:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;2,75;Changement pince de changement d'outils / nettoyage des ressorts de pince / retour magasin et preneur de changement d'outils a l'etat initiale ;08/09/2024;machine3;08/09/2024 06:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,41667;Verification niveau de reservoir de la graisse / reglage de la pression du pressostat ;08/09/2024;machine3;07/09/2024 19:15;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Mécanique;2,16667;Verification des ressorts et pince de changement d'outils / retour bras de changement d'outils a l'etat initiale;08/09/2024;machine1;08/09/2024 08:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;15,08333;Demontage carter / dressage cartaire ;07/09/2024;machine10;07/09/2024 09:00;CARTER DEFORME / CASSE / DEMONTE;0;023-Axe Z;;;;
Mécanique;0,91667;Verification des conditions de la COA / retour de la COA a l'etat intiale (pot cote broche et verrouillage pot) / demander a l'operateur de changer l'outil ;07/09/2024;machine1;07/09/2024 06:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,25;Retour CPA a l'etat intial (palette arriere) / verification du fonctionemment de changement palette ;07/09/2024;machine1;07/09/2024 07:35;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,5;Redemarrage de la machine / mise en place des outils ;07/09/2024;machine1;07/09/2024 03:00;BLOCAGE CHANGEMENT D'OUTIL;0;061-Magasin d'outils;;;;
Arrosage;0,5;Verification du circuit d'arrosage normale / nettoyage du circuit d'arrosage normale / nettoyage filtre et les buses d'arrosage ;07/09/2024;machine2;07/09/2024 11:20;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,41667;Nettoyage filtre d'arrosage a travers la broche  ;07/09/2024;machine4;07/09/2024 04:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Hydraulique;0,41667;Rearmer le disjoncteur arrosage au centre ;07/09/2024;machine3;07/09/2024 03:00;PROBLEME D'ARROSAGE;0;01-Broche ;;;;
Arrosage;0,25;Nettoyage de la pompe et filtre du convoyeur ;07/09/2024;machine6;07/09/2024 09:05;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;6,03333;Changement pince de bras de changement d'outil / retour COA a l'etat initiale / verification du fonctionnemnt de changement d'outils;06/09/2024;machine1;06/09/2024 05:28;BLOCAGE CHANGEMENT D'OUTIL;0;063-Bras changeur d'outils;;;;
Arrosage;0,16667;Demander a l'operateur de faire fonctionner le convoyeur;06/09/2024;machine6;06/09/2024 12:05;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Verification circuit d'arrosage au centre / remplissage reservoir d'arrosage au centre ;06/09/2024;machine2;06/09/2024 11:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,61667;Nettoyage de la pompe ;06/09/2024;machine6;06/09/2024 19:40;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;516,58333;Démontage cartaire machine + demontage cable et flexible + demontage broche et moteur + changement roulement et codeur moteur + montage moteur et broche sur machine + montage flexible et cable + changement joint tournant + montage cartaire machine + ;05/09/2024;machine2;05/09/2024 12:30;VIBRATIONS;12815,45;01-Broche;(93-30-12534 JOINT TOURNANT)JOINT TOURNANT UMC HAAS ;M-JT0013;1.0;1160,64
Mécanique;516,58333;Démontage cartaire machine + demontage cable et flexible + demontage broche et moteur + changement roulement et codeur moteur + montage moteur et broche sur machine + montage flexible et cable + changement joint tournant + montage cartaire machine + ;05/09/2024;machine2;05/09/2024 12:30;VIBRATIONS;12815,45;01-Broche;CODEUR DE BROCHE UMC ;M-MES0050;1.0;11615
Mécanique;516,58333;Démontage cartaire machine + demontage cable et flexible + demontage broche et moteur + changement roulement et codeur moteur + montage moteur et broche sur machine + montage flexible et cable + changement joint tournant + montage cartaire machine + ;05/09/2024;machine2;05/09/2024 12:30;VIBRATIONS;12815,45;01-Broche;ROULEMENT 6207LB;M-RLT0039;1.0;19,44
Mécanique;516,58333;Démontage cartaire machine + demontage cable et flexible + demontage broche et moteur + changement roulement et codeur moteur + montage moteur et broche sur machine + montage flexible et cable + changement joint tournant + montage cartaire machine + ;05/09/2024;machine2;05/09/2024 12:30;VIBRATIONS;12815,45;01-Broche;ROULEMENT 6306LB ;M-RLT0038;1.0;20,37
Mécanique;4;Verification faux rond et parallelisme /faux rond : (0   +0,025) / parallelisme suivant Y : (-0.025  0) / parallelisme suivant X : (-0.11  0);05/09/2024;machine2;05/09/2024 06:00;DECALAGE POSITION AXE;0;02-Axes ;;;;
Arrosage;0,25;Changement filtre d'arrosage centre / verification du fonctionnement d'arrosage centre ;05/09/2024;machine2;05/09/2024 09:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,36667;Verification tinette outils / lancement du retour de changement d'outils ;05/09/2024;machine2;05/09/2024 12:48;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;7,5;Retour a l'etat intiale de changement d'outil ;05/09/2024;machine4;05/09/2024 01:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;7;Nettoyage de l'interieure de la pince outils / bien fixer les deux coter des pinces bras changeur d'outils ;05/09/2024;machine1;05/09/2024 16:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Pneumatique;0,3;Changement tuyaux d'air ;05/09/2024;machine6;05/09/2024 22:37;FUITE D'AIR;0;10-Système pneumatique;;;;
Mécanique;23,08333;Modification MRZP : Y=+0.01 Z=-0.140 mm =>Z=+0.09mm;05/09/2024;machine2;05/09/2024 09:30;DECALAGE POSITION AXE;0;02-Axes ;;;;
Arrosage;0,75;Nettoyage filtre arrosage au centre ;05/09/2024;machine2;05/09/2024 17:15;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;1,33333;Verification de l'etat du capteur de serrage outil sur la broche / verifier le schema electrique / restauration de l'etat du capteur de serrage ;04/09/2024;machine3;04/09/2024 09:40;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,25;Nettoyage de la pompe et filtre d'arrosage du convoyeur ;04/09/2024;machine6;04/09/2024 09:10;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,33333;Retour CPA a l'etat initiale / verification des conditions de la CPA ;03/09/2024;machine6;03/09/2024 03:10;BLOCAGE CHANGEMENT PALETTE;0;04-Groupe d'arrosage;;;;
Hydraulique;0,16667;Remplir le reservoir du groupe hydraulique ;03/09/2024;machine6;03/09/2024 00:15;PRESSION HYDRAULIQUE FAIBLE;0;051-Groupe hydraulique;;;;
Electrique;70,5;Verification des cables de puissance de broche + verification de la mise  la terre de la broche + verification du codeur broche + chnagement broche + démontage et remontage de la broche + verification hydraulique , penumatique et electrique + verific;03/09/2024;machine3;03/09/2024 19:30;PANNE ELECTRIQUE;17072,03;01-Broche ;BROCHE KESLER HSKA63 DMU;M-ELB0008;1.0;17000
Electrique;70,5;Verification des cables de puissance de broche + verification de la mise  la terre de la broche + verification du codeur broche + chnagement broche + démontage et remontage de la broche + verification hydraulique , penumatique et electrique + verific;03/09/2024;machine3;03/09/2024 19:30;PANNE ELECTRIQUE;17072,03;01-Broche ;Filtre d'arrosage au centre 25µ HP050-5A25ANP01;M-F0045;1.0;72,03
Arrosage;0,41667;Nettoyage circuit d'arrosage normal / verification de la pompe d'arrosage normal ;03/09/2024;machine2;03/09/2024 16:40;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,5;Verification pressostat de frein d'axe B / lancement du programme d'amorcage ;03/09/2024;machine2;03/09/2024 19:30;BLOCAGE AXES PRINCIPAUX;0;0241-Axe B;;;;
Mécanique;0,66667;Restauration condition de changement d'outil ;03/09/2024;machine2;03/09/2024 10:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Informatique;1;Modification du keep relais : +K0046=>bite 5 =>0=>1 / +K0081=>bite 0=>0=>1;02/09/2024;machine1;02/09/2024 11:00;PROBLEME INFORMATIQUE;0;06-Changement d'outils;;;;
Mécanique;10;Verification moteur d'axe Z / verification et nettoyage capteur de fin de course d'axe Z / redemarrage de la machie / retour de l'axe a l'origine ;02/09/2024;machine2;02/09/2024 23:05;BLOCAGE AXES PRINCIPAUX;0;022-Axes Z;;;;
Mécanique;2,91667;Verification des conditions de changements palettes /  retour des palettes a l'etat initiale / verification de changement palette ;02/09/2024;machine1;02/09/2024 03:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;5,7;Retour magasin de changement d'outils a l'etat intiale / verification du fonctionnement de changement d'outils ;02/09/2024;machine1;02/09/2024 01:03;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
